"","County","Total.Votes.For","Total.Votes.Against","fips","County.Name","stabb","lat","lon","sqmiles","state","macode","maname","totpop00","totpop06","chpop","popdens06","pop0_5","pop6_17","pop0_4","pop5_9","pop10_14","pop15_19","pop20_24","pop25_29","pop30_34","pop35_39","pop40_44","pop45_49","pop50_54","pop55_59","pop60_64","pop65_69","pop70_74","pop75_79","pop80_84","pop85up","medage","white","black","natam","asian","pacific","tworace","hispanic","whtnonh","totfam","tothu","owners","renters","vacant","medhhinc","agghhinc","avhhinc","tothh06","hh1per","ihhunder10","ihh10_15k","ihh15_20k","ihh20_25k","ihh25_30k","ihh30_35k","ihh35_40k","ihh40_45k","ihh45_50k","ihh50_60k","ihh60_75k","ihh75_100k","ihh100_125","ihh125_150","ihh150_200","ihh200kpls","inceld65_74","inceld75up","incwhite","incblack","incnatamer","incasian","incpacific","inc2race","pwhite","pblack","phispanic","pnatam","ptworace","asianpac","pasianpac","pop20_34","pop35_49","pop50_64","pop65_up","ppop20_34","ppop35_49","ppop50_64","ppop65_up","ihh0_20","ihh20_40","ihh40_60","pihh0_20","pihh20_40","pihh40_60","pihh60_75","pihh75_100","pihh100_125","pihh125_150","pihh150_200","pihh200_up","Location","statefp","inlabf00","civlab00","emp00","unemp00","pctcivlf00","military00","mfg00","gov00","pmilit00","pgov00","pmfg00","punemp00","pdpres00","pdpres04","prpres00","prpres04","pagri00","pprof00","ptradeser00","mortmonth","pcollroll00","pbornst00","ptransp00","peduc00","pself00","pfampov00","pmobilehh00","phs","pcollege","bigcity2","monied2","boom2","minority2","evangel2","immig2","tractor2","mormon2","service2","empty2","milit2","college2","Counties","bigcity10","monied10","boom10","minority10","evangel10","immig10","tractor10","mormon10","service10","empty10","military10","college10","categories10","Registered.Voters","Ballots.Cast","VoterTurnout","PctRegisteredFor","PctRegisteredAgainst"
"66","Northampton",3282,1898,37131,"NC_ Northampton County","NC",36.43321,-77.440449,"536.3",37,"#NULL!"," ","22,086","21,326",-3.4,"39.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,761,543,577,43.4,NA,NA,84,42,17,49,164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,669,585,543,461,452,420,585,526,455,202,73,36,73,NA,0,NA,NA,NA,NA,0,NA,38.78,56.9,0.74,0.38,0.22,59,0.27,NA,NA,NA,NA,16.92,19.52,18.31,17.17,NA,NA,NA,38.53,26.57,17.15,6.19,5.35,2.38,0.86,0.42,0.86,NA,37,NA,NA,NA,752,8.6,12,NA,NA,0.14,19.13,20.13,8.63,67.4,63.67,32.6,36.21,5.8,3.48,33.69,669,13.48,77.83,3.96,21.59,6.97,16.96,31.16,62.5,10.8,13.61,26.88,25.59,68.83,49.15,8.4,51.42,24.31,59.6,10.52,16.78,29.04,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,14814,5416,36.560010800594,22.154718509518,12.8122046712569
"67","Onslow",14425,5406,37133,"NC_ Onslow County","NC",34.736082,-77.395229,"766.3",37,"3605","Jacksonville_ NC","150,355","148,980",-0.9,"194.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964,31.7,NA,NA,NA,NA,340,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,291,275,NA,NA,NA,NA,NA,NA,NA,NA,75.44,17.26,6.49,0.88,3.27,NA,2.23,NA,NA,NA,NA,31.25,19.1,10.64,6.7,NA,NA,NA,23.99,34.22,22.28,8.58,5.86,2.27,0.61,0.6,0.57,NA,37,NA,NA,NA,NA,6.9,NA,NA,NA,38.07,14.67,3.15,4.29,34.31,30.18,65.69,69.45,2.03,6.58,36.46,834,23.44,36.48,4.6,22.16,7.61,10.83,24.38,84.3,14.8,15.12,21.28,69.45,15.07,78.85,8.44,66.41,14.31,87.19,11.69,55.64,26.12,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,90769,20154,22.2036157719045,15.8919895559056,5.95577785367251
"68","Orange",9597,35980,37135,"NC_ Orange County","NC",35.976073,-79.080974,"399.3",37,"6640","Raleigh-Durham-Chapel Hill_ NC","118,227","119,034",0.6,"297.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,601,NA,17,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,79.39,13.28,5.39,0.51,1.6,NA,5.9,NA,NA,NA,NA,30.16,21.86,16.16,9.29,NA,NA,NA,22.77,23.36,17.15,9,9.59,5.87,3.61,3.72,4.09,NA,37,NA,NA,NA,NA,3.7,90,NA,NA,0.14,28.48,7.31,3.71,63.3,66.89,36.7,32.38,0.7,11.39,23.24,NA,55.18,46.39,1.9,37.82,6.11,6.15,10.4,87.6,51.5,19.72,35.96,57.79,36.05,49.45,8.35,81.79,17.14,41.67,8.11,10.8,70.14,NA,0,0,"0",0,0,0,0,0,0,0,0,1,5,105111,45855,43.6253103861632,9.13034791791535,34.2304801590699
"69","Pamlico",2095,1020,37137,"NC_ Pamlico County","NC",35.112663,-76.772076,"336.7",37,"#NULL!"," ","12,934","12,705",-1.7,"37.7",720,NA,596,626,734,776,751,690,674,731,872,954,928,940,810,736,654,528,360,345,47.9,NA,NA,73,57,3,22,175,0,NA,NA,NA,985,NA,NA,NA,NA,NA,NA,616,441,374,363,343,441,267,294,319,366,559,380,134,35,70,56,NA,0,NA,NA,NA,NA,0,NA,75.03,22,1.35,0.56,0.17,60,0.46,NA,NA,NA,NA,16.35,19.77,20.71,20.28,NA,NA,979,27.85,27.52,19.05,10.88,7.39,2.61,0.68,1.36,1.09,NA,37,NA,NA,NA,302,5.7,11,669,NA,0.21,19.82,12.51,5.65,42.18,38.67,57.82,60.93,10.11,3.77,29.35,911,16.26,73.16,4.41,19.68,10.61,11.82,31.22,75.2,14.7,11.98,32.78,23.61,47.52,50.28,12.07,58.41,23.8,51.83,9.65,22.71,29.24,NA,0,0,"0",0,0,0,0,0,0,0,1,0,11,9309,3150,33.8382210763777,22.5051025888925,10.9571382533033
"70","Pasquotank",3456,1879,37139,"NC_ Pasquotank County","NC",36.292397,-76.249681,"227.0",37,"#NULL!"," ","34,897","39,384",12.8,"173.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,867,43.2,NA,NA,155,477,0,414,751,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,983,646,NA,NA,944,313,156,130,72,NA,NA,NA,NA,NA,NA,0,NA,65.9,43.96,2.15,0.44,1.19,477,1.37,NA,NA,NA,NA,23.92,23.64,18.94,15.57,NA,NA,NA,33.05,27.98,18.97,7.88,6.43,2.13,1.06,0.89,0.49,NA,37,NA,NA,NA,NA,9.8,494,NA,NA,3,23.53,7.97,9.47,54.3,51.17,45.7,48.42,3.15,4.9,36.68,879,28.44,66.23,3.93,25.19,6.63,15.51,15.74,76.8,16.4,11.09,33.95,36.27,58.14,48.76,9.46,60.96,23.67,72.25,11.17,20.07,29.6,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,27649,5448,19.7041484321314,12.4995479040833,6.79590581937864
"71","Pender",6712,3133,37141,"NC_ Pender County","NC",34.479266,-77.855687,"870.7",37,"#NULL!"," ","41,082","47,878",16.5,"54.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,43.3,NA,NA,261,151,14,233,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,182,242,203,NA,NA,NA,NA,NA,NA,NA,NA,91.81,23.13,5.56,0.64,0.57,165,0.4,NA,NA,NA,NA,21.19,25.49,22.9,18.59,NA,NA,NA,27.28,27.34,20.74,9.28,7.9,3.29,0.96,1.27,1.07,NA,37,NA,NA,NA,NA,5.7,115,NA,NA,0.6,14.82,13.79,5.64,45.57,40.97,54.43,58.75,3.52,7.34,32.45,912,14.55,66.22,5.5,15.11,9.37,9.52,35.23,76.8,13.6,10.65,45.16,24.86,46.62,58.79,17.92,54.95,25.57,60.66,10.34,19.28,28.45,NA,0,0,"1",0,0,0,0,0,0,0,0,0,8,34716,9955,28.6755386565272,19.3340246572186,9.02465721857357
"72","Perquimans",1679,894,37143,"NC_ Perquimans County","NC",36.181693,-76.420537,"247.3",37,"#NULL!"," ","11,368","12,297",8.1,"49.7",769,NA,638,654,780,837,784,671,647,669,816,855,816,858,766,697,607,492,356,354,47.7,NA,NA,18,28,1,28,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,516,434,410,389,413,339,312,267,325,363,324,102,11,18,33,0,0,NA,NA,NA,0,0,NA,80.98,26.53,0.75,0.16,0.25,29,0.26,NA,NA,NA,NA,18.49,20.58,21.46,22.04,NA,NA,904,33.71,30.5,17.78,7.14,6.37,2.01,0.22,0.35,0.65,NA,37,NA,NA,NA,279,5.9,54,481,NA,1.13,24.11,10.09,5.86,47.69,39.75,52.31,59.8,5.48,4.24,35.54,810,13.23,65.69,6.25,20.85,11.39,13.94,28.81,71.9,12.3,11.6,34.69,24.47,45.75,58.96,9.47,61.09,23.29,70.12,11.33,17.27,24.91,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,9642,2608,27.0483302219457,17.4133997096038,9.27193528313628
"73","Person",6703,2553,37145,"NC_ Person County","NC",36.378884,-78.97298,"392.1",37,"#NULL!"," ","35,623","37,273",4.6,"95.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,718,43.3,NA,NA,235,63,0,209,930,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892,NA,NA,NA,954,874,847,878,NA,NA,NA,353,69,98,204,NA,0,NA,NA,NA,NA,0,NA,73.81,29.39,2.61,0.66,0.59,63,0.18,NA,NA,NA,NA,19.38,23.41,19.68,14.88,NA,NA,NA,25.51,27.29,22.44,11.07,7.69,2.38,0.47,0.66,1.38,NA,37,NA,NA,NA,829,4.7,37,NA,NA,0.21,13.16,24.35,4.7,42.86,40.74,57.14,58.98,2.43,5.01,26.73,865,15.05,78.19,4.95,19.17,6.98,9.43,23.5,74.9,10.3,12.18,33.26,32.57,45.42,56.14,11.27,47.93,22.89,46.71,9.84,15.93,28.12,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,25163,9424,37.4518141716012,26.6383181655605,10.1458490641021
"74","Pitt",18748,11717,37147,"NC_ Pitt County","NC",35.581263,-77.381686,"651.1",37,"3150","Greenville_ NC","133,798","144,210",7.7,"221.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,493,NA,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,474,889,NA,NA,NA,NA,NA,NA,NA,NA,68.22,36.97,4.72,0.37,0.95,NA,1.27,NA,NA,NA,NA,29.23,22.54,16.12,10.45,NA,NA,NA,31.37,25.98,17.45,9.05,7.9,3.45,1.47,0.83,1.56,NA,37,NA,NA,NA,NA,6.8,159,NA,NA,0.23,18.48,14.32,6.76,45.91,46.46,54.09,53.3,1.74,5.89,31.03,944,44.07,71.5,3.31,27.73,5.3,13.5,17.67,79.9,26.4,15.18,33.61,49.91,49.3,55.21,10.96,61.86,23.12,59.32,11.21,14.17,30.84,NA,0,0,"1",0,0,0,0,0,0,0,0,0,8,106894,30850,28.8603663442289,17.53887028271,10.9613261735925
"75","Polk",3226,2048,37149,"NC_ Polk County","NC",35.255807,-82.178824,"237.8",37,"#NULL!"," ","18,324","19,227",4.9,"80.8",NA,NA,925,993,NA,NA,NA,964,NA,NA,NA,NA,NA,NA,NA,NA,941,856,731,853,47.8,NA,NA,53,65,5,79,596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,619,477,648,700,692,532,594,511,798,712,545,296,67,103,78,0,NA,NA,NA,NA,NA,0,NA,97.92,5.91,3.25,0.29,0.43,70,0.38,NA,NA,NA,NA,16.54,20.12,21.23,24.1,NA,NA,NA,23.28,31.01,22.95,8.59,6.57,3.57,0.81,1.24,0.94,NA,37,NA,NA,NA,337,4.1,7,NA,NA,0.08,13.37,22.03,4.08,38.03,41.98,61.97,56.98,1.99,6.77,26.65,876,16.49,45.34,3.95,18.43,11.4,6.45,19.95,80.6,25.7,14.51,35.83,25.8,27.18,65.65,13.11,55.8,18.89,51.83,10.24,15.5,30,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,14797,5336,36.0613637899574,21.8017165641684,13.8406433736568
"76","Randolph",25068,6077,37151,"NC_ Randolph County","NC",35.765257,-79.827334,"786.6",37,"3120","Greensboro--Winston-Salem--High Point_ NC","130,454","139,511",6.9,"177.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,749,NA,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,330,595,NA,NA,NA,NA,NA,NA,NA,NA,98.58,6,10.38,0.57,0.85,NA,0.94,NA,NA,NA,NA,21.11,23.88,19.18,13.75,NA,NA,NA,22.04,29.73,23.95,10.18,7.71,2.74,1.06,0.6,1.09,NA,37,NA,NA,NA,NA,3.1,25,NA,NA,0.04,9.68,33.71,3.13,26.85,25.47,73.15,74.19,1.21,4.73,25.96,873,13.34,73.62,5.32,13.09,6.76,6.82,25.16,70,11.1,12.59,35.17,33.99,28.29,57.43,22.72,34.97,22.91,45.12,10.39,17.11,27.68,NA,0,0,"0",0,0,1,0,0,0,0,0,0,6,88366,31342,35.4683928207682,28.3683769775706,6.87707941968631
"77","Richmond",7166,2093,37153,"NC_ Richmond County","NC",34.945276,-79.730819,"474.7",37,"#NULL!"," ","46,564","46,737",0.3,"98.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,828,42.8,NA,NA,924,388,5,441,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,NA,NA,901,393,107,95,157,NA,NA,NA,NA,NA,NA,NA,NA,65.43,31.16,3.99,1.98,0.95,393,0.84,NA,NA,NA,NA,21.17,20.14,17.18,13.61,NA,NA,NA,34.46,29.23,18.88,6.67,5.01,2.18,0.59,0.53,0.87,NA,37,NA,NA,NA,NA,6.9,438,NA,NA,2.1,13.28,25.87,6.73,55.89,51.92,44.11,47.75,2.77,3.91,30.18,678,14.37,78.3,4.8,19.62,6.24,15.9,23.2,69.2,10.1,12.48,26.2,35.21,48.45,56.56,13.97,45.25,23.61,55.03,11.52,19.45,28.92,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,30084,9465,31.4619066613482,23.8199707485707,6.95718654434251
"78","Robeson",20740,3311,37155,"NC_ Robeson County","NC",34.670161,-79.094862,"949.2",37,"#NULL!"," ","123,339","128,925",4.5,"135.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,571,203,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,343,204,331,NA,NA,NA,NA,NA,NA,NA,NA,37.14,25.17,8.27,40.43,1.17,774,0.63,NA,NA,NA,NA,23.04,21.11,16.69,11.05,NA,NA,NA,36.07,29.05,18.13,6.78,4.91,2.01,0.74,0.44,0.72,NA,37,NA,NA,NA,NA,9.6,77,NA,NA,0.14,14.54,24.39,9.61,60.34,52.75,39.66,46.97,3.06,3.72,27.51,758,16.48,80.84,4.21,20.55,5.88,19.63,37.15,64.9,11.4,10.63,27.61,35.48,61.05,52.9,19.45,45.22,27.35,51.25,9.84,16.43,30.32,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,71015,24792,34.9109343096529,29.2050975146096,4.66239526860522
"79","Rockingham",14745,4802,37157,"NC_ Rockingham County","NC",36.404167,-79.771027,"566.6",37,"#NULL!"," ","91,928","92,375",0.4,"163.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.1,NA,NA,295,310,68,499,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,343,301,335,NA,NA,NA,NA,NA,NA,0,NA,79.5,19.71,4.76,0.32,0.54,378,0.41,NA,NA,NA,NA,18.86,21.9,19.09,15.1,NA,NA,NA,27.66,29.11,20.79,8.74,7.08,2.59,0.92,0.81,0.9,NA,37,NA,NA,NA,NA,5.8,37,NA,NA,0.08,10.77,28.53,5.76,41.13,38.6,58.87,61.09,1.15,5.98,26.25,820,13.67,76.38,5.92,15.88,5.98,10.16,19.37,68.9,10.8,13.89,29.55,31.31,39.48,54.64,14.56,40.7,24.11,47.85,9.45,16.26,27.44,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,58869,19721,33.4998046510048,25.0471385618917,8.15709456590056
"80","Rowan",21489,7424,37159,"NC_ Rowan County","NC",35.622505,-80.521026,"511.6",37,"1520","Charlotte-Gastonia-Rock Hill_ NC","130,340","134,924",3.5,"263.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,571,NA,10,941,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,435,512,NA,NA,NA,NA,NA,NA,NA,NA,85.03,16.4,6.21,0.44,0.72,NA,0.93,NA,NA,NA,NA,21,22.45,17.99,14.44,NA,NA,NA,23.22,29.04,21.76,10.29,8.67,2.85,1.12,0.83,0.98,NA,37,NA,NA,NA,NA,6.3,54,NA,NA,0.08,11.83,26.34,6.28,33.99,32.27,66.01,67.32,0.84,5.04,28.34,891,17.64,72.76,5.37,17.94,5.46,8.13,20.63,74.2,14.2,13.68,32.75,36.37,37.35,50.73,16.22,42.62,20.95,52.83,12.9,16.6,27.31,NA,0,1,"0",0,0,0,0,0,0,0,0,0,1,90835,29141,32.0812462156658,23.6571806021908,8.17306104475147
"81","Rutherford",11603,2708,37161,"NC_ Rutherford County","NC",35.348345,-81.893888,"564.0",37,"#NULL!"," ","62,899","63,751",1.3,"113.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,131,282,18,407,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,241,134,207,NA,NA,NA,NA,NA,NA,NA,NA,88.63,11.4,2.37,0.21,0.65,300,0.48,NA,NA,NA,NA,19.34,20.95,18.46,15.99,NA,NA,NA,30.61,30.78,19.35,7.91,5.64,2.11,0.94,0.52,0.8,NA,37,NA,NA,NA,NA,6,11,NA,NA,0.04,11.39,31.83,6.02,35.88,33.19,64.12,66.28,1.49,4.23,28.14,748,16.7,76.09,4.22,16.76,7.81,10.35,21.8,70.4,12.5,12.99,27.74,32.77,31.73,68.11,14.77,41.84,21.07,49.87,9.01,14.98,29.47,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,42741,14422,33.7427762569898,27.1472356753469,6.33583678435226
"82","Sampson",10691,2330,37163,"NC_ Sampson County","NC",35.028186,-78.393748,"946.3",37,"#NULL!"," ","60,161","63,469",5.5,"67.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA,NA,NA,259,476,458,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,301,223,186,NA,NA,NA,NA,NA,NA,NA,NA,71.44,30.18,16.81,1.89,0.76,735,1.22,NA,NA,NA,NA,22.14,22.22,17.42,13.54,NA,NA,NA,31.94,27.94,19.85,8.76,4.95,2.28,1.27,0.94,0.79,NA,37,NA,NA,NA,NA,6.9,63,NA,NA,0.22,13.3,20.18,6.91,45.72,43.29,54.28,56.53,12.24,3.88,29.4,784,14.53,78.4,3.25,18.19,7.64,13.45,33.2,69.1,11.1,11.06,29.8,33.08,49.89,54.86,27.45,49.27,24.88,49.46,10.19,16.77,30.15,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,36903,13197,35.7613202178685,28.9705444001843,6.31384982250766
"83","Scotland",4728,1721,37165,"NC_ Scotland County","NC",34.787032,-79.480423,"319.1",37,"#NULL!"," ","35,998","37,742",4.8,"118.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,578,587,43,NA,NA,NA,255,0,446,460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,NA,971,NA,758,617,881,723,NA,NA,NA,283,164,103,172,NA,NA,NA,NA,NA,NA,0,NA,51.86,40.5,1.28,10.54,1.24,255,0.71,NA,NA,NA,NA,21.83,21.07,18.5,12.31,NA,NA,NA,32.51,25.11,20.36,8.29,7.31,2.01,1.16,0.73,1.22,NA,37,NA,NA,NA,NA,9.9,42,NA,NA,0.26,14.46,30.57,9.89,60.07,55.3,39.93,44.52,2.88,3.9,25.35,790,18.32,71.92,3.6,21.47,4.04,17.45,24.17,71.4,15.9,10.81,30.02,35.81,62.46,44.19,9.93,45.04,24.68,44.91,9.83,17.22,30.96,NA,0,0,"0",1,0,0,0,0,0,0,0,0,2,22255,6755,30.3527297236576,21.2446641204224,7.73309368681195
"84","Stanly",12634,3056,37167,"NC_ Stanly County","NC",35.319234,-80.247544,"395.1",37,"#NULL!"," ","58,100","59,005",1.5,"149.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,135,990,0,291,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,226,174,275,NA,NA,NA,NA,NA,NA,0,NA,87.47,11.65,3.22,0.23,0.5,990,1.7,NA,NA,NA,NA,19.92,21.6,18.1,14.65,NA,NA,NA,25.56,27.78,22.36,9.63,7.7,2.59,0.99,0.76,1.21,NA,37,NA,NA,NA,NA,4.5,6,NA,NA,0.02,12.64,26.77,4.48,31.25,29.94,68.75,69.71,1.41,4.51,29.75,838,15.54,79.37,3.68,18.85,6.92,8.15,17.05,73.4,12.7,12.84,30.24,34.99,33.84,58.7,14.66,44.65,20.5,49.62,11.49,15.03,29.25,NA,0,0,"0",0,1,0,0,0,0,0,0,0,3,39291,15850,40.3400269781884,32.15494642539,7.77786261484818
"85","Stokes",8584,2457,37169,"NC_ Stokes County","NC",36.352514,-80.270192,"451.6",37,"3120","Greensboro--Winston-Salem--High Point_ NC","44,711","46,073",3,"101.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,754,43.2,NA,NA,111,98,22,162,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,138,116,155,NA,NA,NA,NA,NA,NA,0,NA,97.01,5.16,2.26,0.25,0.36,120,0.27,NA,NA,NA,NA,19.55,23.78,19.77,13.49,NA,NA,NA,21.8,29.09,23.8,10.78,8.33,2.8,0.76,0.63,0.85,NA,37,NA,NA,NA,NA,5.9,7,NA,NA,0.03,10.39,25.52,5.85,29.49,29.71,70.51,69.96,2.15,6.21,24.41,847,11.73,76.22,5.92,15.86,8.27,6.91,29.95,73.2,9.3,12.1,34.14,32.8,32.64,55.39,14.65,41.4,24.06,45.5,7.56,15.78,27,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,30085,11125,36.9785607445571,28.5324912747216,8.16686056174173
"86","Surry",12064,3331,37171,"NC_ Surry County","NC",36.430887,-80.657685,"536.5",37,"#NULL!"," ","71,219","72,397",1.6,"134.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,NA,NA,182,357,5,307,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,317,241,341,NA,NA,NA,NA,NA,NA,0,NA,96.43,4.03,8.89,0.26,0.43,362,0.51,NA,NA,NA,NA,19.53,21.52,18.35,15.87,NA,NA,NA,28.39,30.97,19.43,7.92,6.77,2.19,1.08,0.82,1.17,NA,37,NA,NA,NA,NA,3.4,15,NA,NA,0.04,11.01,29.62,3.38,33.5,31.95,66.5,67.66,2.87,4.02,26.73,783,16.79,73.29,4.71,15.59,7.5,9.05,24.95,67,12,12.87,28.93,31.95,27.22,64.08,21.77,40.67,22.78,46.12,9.22,15.88,28.94,NA,0,0,"0",0,0,1,0,0,0,0,0,0,6,43687,15508,35.4979742257422,27.6146221988234,7.62469384485087
"87","Swain",2136,801,37173,"NC_ Swain County","NC",35.438882,-83.410417,"528.4",37,"#NULL!"," ","12,968","13,324",2.7,"25.2",NA,NA,865,833,893,912,907,842,806,802,898,924,897,903,739,631,524,398,275,275,43.1,NA,355,NA,43,5,230,228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,553,505,576,368,324,371,345,285,367,316,315,103,30,38,42,NA,NA,NA,NA,NA,NA,0,NA,70.18,2.74,1.76,27.68,1.77,48,0.37,NA,NA,NA,NA,19.7,20.23,19.58,16.22,NA,NA,997,33.16,30.76,18.71,5.93,5.91,1.93,0.56,0.71,0.79,NA,37,NA,NA,NA,605,10.1,0,582,NA,0,20.26,9.75,10.14,48.53,47.96,51.47,51.41,1.81,2.98,35,660,14.26,73.04,4.05,20.49,9.4,13.29,22.72,70.5,13.9,11.04,30.32,30.29,43.18,55.6,12.88,55,26.14,67.03,7.68,14.31,27.36,NA,0,0,"0",0,0,0,0,0,1,0,0,0,9,9917,2960,29.8477362105475,21.5387718059897,8.07703942724614
